table,batch,mapping_basis,uploaded,route,status,evidence
campos_2023_pidaq,batch_017,paper_explicit,2026-09-04,6 (keying polarity) + 1 (per-item published statistics) + 5 (subscale blocks),PARTIAL,"Route 6: exactly items {4,7,12,17,21,23,24} correlate NEGATIVELY with all 17 other items (each 17 of 23 negative; every other item 7 of 23), which is the interleaved-numbering Dental Self-Confidence block plus the added tooth-colour item, and rejects the rival subscale-sequential numbering that would put DSC at {1-6,24}. Route 1: the 3,614 Finnish respondents reproduce the per-item mean/SD/skew/kurtosis of Campos et al. (2021) Acta Odontol Scand Table 2 (PIDAQ-Fi Test Sample, n=1820, same data collection) for all 24 items in order, largest absolute mean difference 0.092 (e.g. it7 2.2 vs 2.16, it13 0.3 vs 0.27, it24 1.7 vs 1.71) against a published column rounded to one decimal; none of the 276 two-item transpositions fits better than the identity mapping (identity cost 2.713, best swap 2.765 at items 9/15). Route 5: 21 of 24 items show their highest mean correlation with their own published factor (all 7 DSC correct); the three misses are among Social Impact / Psychological Impact / Aesthetic Concern, where the study itself reports compromised discriminant validity. NOT ESTABLISHED: items 9, 13, 14 and 15 are floor items whose published statistics agree within the paper one-decimal rounding, so they are separated only by the global fit and not individually, and all four sit in the same subscale so route 5 cannot separate them either; a swap inside that group would not be detected. Nothing here checks the option_text-to-resp axis beyond its direction, which routes 6 and 1 both confirm."
campos_2023_swls,batch_017,paper_order,2026-09-04,2+7 (item axis); 9 (resp axis),PARTIAL,"Route 2 (block signature): deposit codebook assigns cols AM-AQ to SWLS on 1..7, PIDAQ H-AE on 0..4, OES AF-AL on 0..10; irw_table_sets gives exactly 5 items with resp levels 1-7 and n=7593 each, so the block is SWLS and not either sibling. Route 9 (option_text<->resp): anchors 1=Strongly disagree, 2=Disagree, 3=Slightly disagree, 4=Neither agree nor disagree, 5=Slightly agree, 6=Agree, 7=Strongly agree are read off the deposit's own codebook - level-1, no inference on that axis. Route 7 (marker item): SWLS05 is the least endorsed, most dispersed, most floored and weakest-loading item in BOTH samples (Finland mean 4.44 vs 4.98/5.23/5.29/5.08, sd 1.61 vs 1.29-1.39, 5.15% at 1 vs 1.08-1.77%, WLSMV lambda 0.67 vs 0.83-0.91; Brazil 4.22 vs 4.91-5.56, sd 1.86, 9.53% at 1, lambda 0.71 vs 0.80-0.92), and those minima reproduce the paper's published S1-Table lambda ranges 0.67-0.92 (Finland, ordinal alpha 0.92 observed 0.92) and 0.70-0.92 (Brazil, alpha 0.91 observed 0.91) - the canonical profile of SWLS item 5 ('If I could live my life over...'). NOT ESTABLISHED: nothing distinguishes SWLS01-SWLS04 from one another. Pooled means 4.94/5.16/5.19/5.33 are close (02 vs 03 differ by 0.03), the scale is unidimensional with no reverse-worded items (routes 5 and 6 inapplicable), all four share one 1-7 range (route 2 inapplicable within the block), and neither the paper nor the deposit publishes per-item statistics or item wording (route 1 unavailable). Those four assignments rest solely on the deposit's SWLSnn numbering matching the published order of Diener et al. (1985). Hence PARTIAL, not VERIFIED."
carney_2023_substance_use,batch_017,data_labels,2026-09-04,self-describing item codes (source column headers) + route 8/1: published per-substance prevalence matched to source-file column counts,VERIFIED,"Item codes are the S1 column headers, so the code names its own content; the mapping needs no inference. Checked anyway because item_text asserts what each binary indicator means: the paper's published positive counts (n=414) are alcohol 147, cannabis 284, stimulant 98, amylnitrite 65, hallucinogen 58, sedatives 50, club drugs 36, opioid 20 -- all eight distinct -- and each matches the count of 1s in the identically named S1 column exactly (diff 0/8), so every item is distinguished from every other. This also pins alcohol as the AUDIT>8 hazardous/harmful dichotomy (147 = 35.5%) rather than any alcohol use. NOT established: the literal administered ASSIST/AUDIT stems and anchors (the paper reproduces none), and live per-item resp==1 counts were not re-exported (export quota); the counts were taken from the S1 file that data/carney_2023_substance_use.py melts by column name, with irw_table_sets() confirming server-side that the live table has the same 8 items, resp {0,1} and n=414 per item."
rosenberg_selfesteem,batch_017,data_labels,2026-09-04,"Re-ran the processing script's positional assignment (core model s3) and matched per-item n + mean against the source deposit; live side via server-side aggregate query, no export.",VERIFIED,"For all 10 items the live per-item non-missing n and mean equal data.csv column Qi exactly: 1/Q1 n=47876 mean 3.011091, 2/Q2 47658 3.107852, 3/Q3 47751 2.306988, 4/Q4 47751 2.922515, 5/Q5 47781 2.384462, 6/Q6 47809 2.564454, 7/Q7 47758 2.446229, 8/Q8 47797 2.694730, 9/Q9 47728 2.787588, 10/Q10 47772 2.579858; largest mean deviation 1.688e-14. All 10 (n, mean) pairs are distinct, so every item is distinguished from every other: items 3 and 4 tie on n (47751) but differ 0.6155 on mean, and the closest mean pair (6 vs 10, 0.0154 apart) differs on n (47809 vs 47772). It also fixes the scale direction as RAW/unreversed. What it does NOT establish: the administered instruction wording (the deposit records none, so `instructions` is blank), nor the casing of the option labels, which is transcribed from codebook prose."
cacciatore_2021_isel,batch_017,data_labels,2026-09-04,source_column_names (data_labels exemption),NOT_NEEDED,"NOT_NEEDED: mapping_basis=data_labels. The IRW item codes ARE the source spreadsheet's own column names (data/cacciatore_2021_grief_support.py melts them unrenamed -- core model section 3 pattern 1, no mapping step exists), and row 0 of the deposit is the Qualtrics question-text header carrying each column's full wording. Source: PLOS ONE 10.1371/journal.pone.0252324 S1 Data (journal.pone.0252324.s002, Qualtrics export); item text is row 0 of that sheet, the Qualtrics question-text header, under columns Q29-Q40.. The agent additionally reproduced per-item non-missing counts from the raw file against live per-item n exactly for every item, and recorded the numbers in provenance; that corroboration was not required by Step 5b and is not the basis of this status."
cacciatore_2021_ongoing_satisfaction,batch_017,data_labels,2026-09-04,source_column_names (data_labels exemption),NOT_NEEDED,"NOT_NEEDED: mapping_basis=data_labels. The IRW item codes ARE the source spreadsheet's own column names (data/cacciatore_2021_grief_support.py melts them unrenamed -- core model section 3 pattern 1, no mapping step exists), and row 0 of the deposit is the Qualtrics question-text header carrying each column's full wording. Source: https://doi.org/10.1371/journal.pone.0252324 (S1 Data: journal.pone.0252324.s002, Qualtrics header row). The agent additionally reproduced per-item non-missing counts from the raw file against live per-item n exactly for every item, and recorded the numbers in provenance; that corroboration was not required by Step 5b and is not the basis of this status."
carver_2017_puggs_pilot1_attitudes,batch_018,paper_explicit,2026-09-04,"explicit code labels in the source Code Book (S4 Table numbers each attitude statement 32-51, and the S5 raw file's columns are named Q32..Q51, which the processing script melts verbatim into `item`), corroborated by re-deriving per-item n from the raw file and by Code Book keying polarity; re-runnable as verify_carver_2017_puggs_pilot1_attitudes.R",VERIFIED,"Code-label tie: S4 Table's Section 4 lists 'Variable/Question' 32..51, each a distinct statement, and S5 Table's data columns are literally Q32..Q51 -- data/carver_2017_puggs_items.py melts value_vars=Q32..Q51 with var_name='item', so item Qk IS column Qk; no positional or order inference anywhere. Corroboration 1: applying the script's filter (keep 1-4, drop don't-know 5 and missing 99) to the raw S5 columns reproduces the live per-item n exactly for all 20 items (Q32 193/193, Q33 194/194, Q36 187/187, Q37 202/202, Q43 185/185, ... 20/20 exact; live n from irw_table_sets(per_item=TRUE), no export). Corroboration 2: the Code Book's own 'att' direction assigns 8 reverse items (32,35,38,40,43,45,49,50) and 12 positive; each column's correlation with the direction-scored mean of the other 19 has the matching sign in 20/20 cases (positives +0.449..+0.584; reverses -0.050..-0.492), so no statement sits on the wrong side of the scale. Construct boundary: S3 Table prints Section 4 'Attitudes towards applications of genetics and genomics' as exactly items 32-51, disjoint from Section 2 core ideas (Q1-Q13, det_core) and Section 3 principles of genomics (Q14-Q31, genom_know). Pilot boundary: the wording shipped is S3 Table, titled 'Initial PUGGS questionnaire, used in the first pilot study'; pilot 2 numbers its attitude items Q26-Q45 (per the same script), so the two pilots' attitude codes do not even overlap and pilot-2 wording could not be shipped here undetected. NOT established: corroboration 2 alone cannot separate two same-polarity items inside one topic block (the code-label tie is what distinguishes them, not the statistics); the four section_prompt assignments rest on the questionnaire's printed block boundaries and are not independently tested against the data; and nothing here tests the Portuguese wording actually administered, which the deposit does not publish."
carver_2017_puggs_pilot1_det_core,batch_018,paper_explicit,2026-09-03,"explicit code labels in the S4 Table Code Book, disambiguated against the rival S3 Table questionnaire numbering by keying polarity (route 6), a marker item (route 7) and don't-know rates on the swapped pairs; per-item n re-derived from the raw S5 file; re-runnable as verify_carver_2017_puggs_pilot1_det_core.R",VERIFIED,"Code-label tie: the S4 Table Code Book's Section 2 Part 2 lists 'Variable/Question' 1..13, each a distinct statement, and the S5 raw file's data columns are literally Q1..Q13, which data/carver_2017_puggs_items.py melts with var_name='item', so item Qk IS column Qk -- no positional or order inference. THE RISK this route had to close: the S3 Table questionnaire numbers the SAME 13 statements in a DIFFERENT order (permutation S3->CodeBook = 1->2, 2->7, 3->4, 4->10, 5->5, 6->12, 7->3, 8->8, 9->11, 10->1, 11->9, 12->6, 13->13; only 5, 8, 13 fixed), so 'explicit code labels' alone does not identify which document the data honours, and picking wrong mis-words 10 of 13 items while passing every set gate. Identity of source: applying the script's filter (keep 1-4, drop don't-know 5 and missing 99) to the raw S5 columns reproduces the live per-item n exactly for all 13 items (Q1 200/200, Q2 185/185, Q3 205/205, Q4 191/191, Q5 131/131, Q6 194/194, Q7 148/148, Q8 189/189, Q9 168/168, Q10 185/185, Q11 205/205, Q12 173/173, Q13 183/183; live n from irw_table_sets(per_item=TRUE), no export). Discriminator 1 (keying polarity, route 6): the Code Book marks each statement true or false, and the false ones are the determinism-positive ones; the two numberings key Q2 and Q4 OPPOSITELY, and item-rest correlation against the determinism-keyed mean of the other 12 gives Q2 +0.063 (Code Book) vs -0.135 (S3) and Q4 +0.126 vs -0.142, i.e. both invert under S3 numbering; whole-scale mean item-rest r 0.131 vs 0.040. Discriminator 2 (marker item, route 7): the lifestyle/diabetes statement is the block's one near-consensus item and lands at Q3 -- mean 3.78, 161 of 205 at 'strongly agree', 0 'strongly disagree', 1 'don't know' -- exactly where the Code Book puts it, while S3 numbering would put it at Q7, whose observed distribution is mean 2.16, 3 'strongly agree', 19 'strongly disagree', 55 'don't know'. Discriminator 3 (don't-know rate on the swapped pair {Q9,Q11}): the long technical amino-acid/protein statement draws 39 'don't know' at Q9 against 2 at Q11; the Code Book puts the technical statement at Q9 and the easy 'most traits and diseases are caused by both genes and environmental factors' at Q11, S3 numbering reverses it, and a technical item cannot draw 2 don't-knows while the trivial one draws 39. Option axis (route 9 in spirit): resp 1-4 = Strongly disagree..Strongly agree per the Code Book, and the direction is confirmed rather than assumed -- the consensus true statement Q3 sits at mean 3.78 of 4 with 79% at resp 4. NOT ESTABLISHED: the tested candidate space is the two numberings the deposit actually publishes, not all 13! permutations; discriminator 1 separates the two documents only at Q2 and Q4, discriminators 2 and 3 only at the swapped pairs {Q3,Q7} and {Q9,Q11}, and the remaining positions rest on the Code Book's explicit numbering against the S5 column names rather than on these statistics. The block's internal consistency is genuinely weak (the paper reports this for the first pilot) and Q1 has a mildly negative item-rest r under both numberings, so polarity is read only where the rivals disagree. Nothing here tests the Brazilian Portuguese wording actually administered, which the deposit does not publish, nor the instructions text, which exists in only one version (S3)."
carver_2017_puggs_pilot1_genom_know,batch_018,paper_explicit,2026-09-03,route 8 (non-response semantics) + exact per-item n reproduction from the raw S5 Table,VERIFIED,"Route 8 (semantic coherence of the non-response pattern), decisive. The pilot's Section 3 is published twice under two DIFFERENT numberings of the same 18 statements -- SI 3 (initial questionnaire) and SI 5 (Code Book) -- so the whole mapping turns on which one the columns Q14..Q31 follow. 'Don't know' was an offered option dropped upstream, so per-item n is a non-response measure. Exactly five stems contain the jargon word 'epigenetic'; under the Code Book numbering those are Q19,Q21,Q23,Q24,Q27, and they are exactly the five lowest-n items of 18 (n=86,114,105,104,110 vs 128-196 for the other thirteen); 1/choose(18,5)=1/8568 by chance. The rival SI 3 numbering predicts Q26,Q27,Q28,Q30,Q31, whose n are 149,110,177,185,152 -- refuted. Separately, all 18 per-item n reproduce EXACTLY from the raw S5 Table columns of the same name (156,176,190,158,148,86,152,114,128,105,104,166,149,110,177,196,185,152), confirming IRW item Qk is source column Qk with no positional step. Once the numbering is fixed every item is distinguished. NOT established by this route: the option_text<->resp axis (taken from the Code Book's own primary-code column and SI 3's column headers, stated outright, no inference), and what pilot-1 respondents physically read (the administration was in Brazilian Portuguese, unpublished, so the shipped English is a translated_substitute; the two English documents minor wording variants are likewise not adjudicated)."
carver_2017_puggs_pilot1_traits,batch_018,paper_explicit,2026-09-03,"Step 5b exemption (explicit code labels in the paper), plus core-model-3 script re-run and route 8 semantic coherence; see verify_carver_2017_puggs_pilot1_traits.R",VERIFIED,"Two independent links, both checked. (1) code->column: data/carver_2017_puggs_items.py melts pilot 1's raw S5 workbook on its own headers TT1..TT20, so the IRW code is the source column name; re-running that filter (drop 6=don't know, 99=missing, keep 1-5) over the workbook reproduces the live per-item n and resp range for all 20 of 20 items exactly -- TT1 160, TT2 204, TT10 156, TT15 171, TT20 202, and the sharp range signatures TT20 4-5, TT2 2-5, TT12 1-4, TT18 1-4. (2) column->trait: the pilot-1 Code Book (S4 Table) prints the trait inside the code itself, ""TT1 (coronary heart disease)"" through ""TT20 (Blood group ABO)"", and the pilot-1 questionnaire (S3 Table) lists the same 20 traits in the same order, so every item is tied to its text by an explicit label match rather than by order inference. Corroborated by content: observed mean genetic attribution correlates with the Code Book's own per-trait Expected answer at Spearman 0.796 over 20 traits, with Blood group (ABO) 4.93 and Colour blindness 4.74 at the genetic end and Political beliefs 1.21 and Religious beliefs 1.25 at the environmental end. Link (1) alone would not separate items sharing both n and range (TT2/TT7 at 204, TT11/TT19 at 202); link (2) separates every item from every other. Also confirms the response coding: the Code Book's 1=only environmental ... 5=only genetic is the same 1-5 the live table stores, with 6=don't know filtered out."
carver_2017_puggs_pilot2_attitudes,batch_018,paper_explicit,2026-09-03,explicit code labels + code-is-source-column-name; route 6 keying polarity; full source re-run of per-item n/range,VERIFIED,"Route: explicit-code-label exemption + core-model-3 'code IS the source column name', corroborated by a full source re-run and route 6 keying polarity. (1) The pilot-2 raw file's columns are literally Q26..Q45 and the processing script melts them unrenamed, so there is no positional step; reproducing _melt_likert(valid_max=4) over those columns reproduces the live per-item n, resp_min and resp_max for all 20 items exactly (e.g. Q26 n=76 range 1-3, Q33 n=74 range 2-4, Q44 n=70 range 1-4). (2) The questionnaire prints its own item numbers 26..45 beside each stem, so item_text is tied to the code by a label match. (3) Pilot boundary: pilot-2 file has 45 Q + 17 TT columns and S1 File has 45 items + 17 traits, while pilot-1 has 51 Q + 20 TT and S3 File numbers the same attitude domains Q32..Q51 with several stems reworded -- so the shipped wording is pilot 2's, not pilot 1's. (4) Polarity: the code book's six reverse-coded items are exactly the six negatively worded stems shipped; 5 of 6 correlate negatively with their own domain's 'I am generally positive towards X' anchor (Q26 -0.21, Q37 -0.17, Q39 -0.27, Q43 -0.28, Q44 -0.16) while all 10 forward items correlate >= 0 (+0.01..+0.68). The exception Q34 (+0.23) is a caveat item about insurers/employers rather than an anti-testing item. What this does NOT establish on its own: order within a domain or within a polarity class -- that rests on the printed numbering and the column names, which is a label match rather than an inference, and is why the status is VERIFIED rather than PARTIAL."
carver_2017_puggs_pilot2_det_core,batch_018,paper_explicit,2026-09-03,explicit code labels (3 documents) + code-is-source-column-name; full source re-run of per-item n and number-correct; truth-class pinning; route 8 semantic complements/difficulty coherence,VERIFIED,"Route: explicit code labels in three source documents + core-model-3 'code IS the source column name', corroborated by a full re-run of the processing script's scoring against the live data and by semantic-complement structure. (1) The pilot-2 raw file's columns are literally Q1..Q9 and data/carver_2017_puggs_items.py melts them unrenamed, so there is no positional step. The questionnaire prints its own item numbers 1..9 beside each stem, S2 Table lists the same numbers with the same wording, and the pilot-2 Code Book keys 'Question 1 (Q1)'..'Q9'. (2) Re-running the script's rule (keep raw in {1,2}; resp = raw == key) over source columns Q1..Q9 reproduces the live per-item n AND the live per-item number correct for all 9 items exactly: n = 66/68/65/55/66/71/66/73/53 and k = 23/64/52/38/44/66/47/68/28 (p = .35/.94/.80/.69/.67/.93/.71/.93/.53), 583 rows. No item sits at 50% correct (closest is Q9, 28 correct of 53), so flipping any single item's key would change that item's k -- the data therefore pin each item's keyed truth value, splitting the block into True-keyed {Q3,Q5,Q8,Q9} and False-keyed {Q1,Q2,Q4,Q6,Q7}. (3) Every shipped stem is scientifically consistent with its item's data-pinned truth value, 9 of 9, and matches the truth value S2 Table independently prints beside the same item number, 9 of 9 -- so no permutation across the two truth classes is possible. (4) Semantic complements: the only two items sharing the referent 'A person's height' (Q4 'one gene only', Q9 'many different genes') are mutually the most negatively correlated pair for each other at r = -0.572, and the 'Most traits and diseases are caused by ...' complements Q2 (a single gene) and Q8 (both genes and environmental factors) likewise at r = -0.734, the strongest value in the matrix. Difficulty coheres with content: the two polygenicity items are the hardest (Q9 p=.53, Q5 p=.67) and the gene-and-environment items the easiest (Q2 .94, Q6 .93, Q8 .93), which a Q5/Q8 swap would invert. (5) Pilot boundary: the pilot-2 raw file has 45 Q + 17 TT columns and S1 Table numbers 45 items with 17 traits, while pilot 1 has 51 + 20 and covers this construct with 13 Likert items; no pilot-1 material was used. WHAT THIS DOES NOT ESTABLISH: the statistics alone do not separate Q1, Q6 and Q7 from one another within the False-keyed class -- only difficulty plausibility speaks to those (Q1 p=.35 as the flagship determinism misconception, Q6 p=.93 as the obviously wrong 'environmental factors only'). Their identity rests on the printed item numbering, which is a label match carried by three source documents and by the data column names rather than an order inference, which is why the status is VERIFIED rather than PARTIAL. Also checked and NOT reproduced: the paper's one published pilot-2 per-item figure, '78.8% correct' for the single-gene item, against Q2's 82.1% (64/78, don't-know and missing in the denominator -- the convention that reproduces the paper's pilot-1 figures for the same item exactly, 26.6% vs '26%' and 19.3% vs '19.3%'). No Section-3 column reproduces 78.8% under any convention tried, so it discriminates nothing either way."
carver_2017_puggs_pilot2_genom_know,batch_018,paper_explicit,2026-09-03,explicit code labels + code-is-source-column-name; full source re-run reproducing per-item n and number-correct (16/16 exact); route 8 semantic coherence of the don't-know pattern,VERIFIED,"Route: full source re-run of the correctness recoding (core model 3 'code IS the source column name' + the explicit-code-label exemption), corroborated by route 8. (1) The pilot-2 raw file (S6 Table, s006.xlsx) has columns literally named Q10..Q25 and data/carver_2017_puggs_items.py melts them unrenamed, so there is no positional step. (2) Recomputing, from that xlsx, resp = (raw == Code-Book key) after dropping raw 3 (don't know) and 99 (missing) reproduces the live per-item (n, number correct) for ALL 16 items EXACTLY -- Q10 54/12, Q11 65/51, Q12 70/58, Q13 54/34, Q14 51/21, Q15 35/21, Q16 56/29, Q17 46/34, Q18 42/29, Q19 49/15, Q20 50/19, Q21 52/14, Q22 40/16, Q23 60/51, Q24 62/52, Q25 56/38 (live counts from a server-side GROUP BY, no export). Because resp is a correctness score, (n, k) is a joint fingerprint of BOTH the column identity and the key direction: flipping any one item's key sends k -> n-k, and n != 2k for every one of the 16 items (the flipped k would be 42,14,12,20,30,14,27,12,13,34,31,38,24,9,10,18 -- different from the observed k in all 16 cases), so no single-item key error and no permutation of items is consistent with these numbers. This distinguishes every item from every other. (3) Text-to-code: S1 Table prints the item number 10-25 beside each stem and S2 Text labels the same block Q10-Q25 under the same section heading, so item_text is tied to the code by a label match rather than an order inference. (4) Corroboration (route 8): the five statements whose text mentions 'epigenetic' (Q15, Q17, Q18, Q19, Q22) are exactly the five items with the lowest n, i.e. the most don't-know/missing (35, 46, 42, 49, 40 of 78; next lowest is Q20 at 50), matching the paper's own report that the epigenetics items drew by far the most 'Don't know' answers. A permuted text-to-code assignment would not put the epigenetics stems on the five sparsest columns. (5) Key independence: the key is the pilot-2 Code Book's (S2 Text), and it also agrees item-for-item with the scientific truth value of each statement; the raw file's own Sheet2 key was NOT used, since it covers only questions 1-9 and mislabels its last row 'Question 10' (the data reject that row's direction for Q10). WHAT THIS DOES NOT ESTABLISH: (a) that the shipped English is the wording pilot-2 respondents actually read -- the administration was in Brazilian Portuguese and no Portuguese text exists anywhere in the deposit, so the base fields are an English substitute (language=Portuguese, _translated empty); (b) that S1 Table's wording is byte-identical to the form used in the second pilot rather than a lightly copy-edited final version -- the paper places both revisions before the second pilot and reports 45 final items (matching), and S1 still carries the 'Don't know' column the authors say they removed after the pilots, but the Code Book publishes no stems, so there is no second copy of the pilot-2 wording to diff against; (c) nothing about the option level -- resp is 0/1 correctness, option_text is blank by design, so there is no option-to-resp mapping to verify."
cdm_timss03,batch_018,data_labels,,Step 5b exemption (explicit code labels in the source: the released page prints the item's unique ID) + core-model-3 pattern-1 code derivation; re-checked against CDM iteminfo response_options and the released sets' printed Keys -- see verify_cdm_timss03.R,VERIFIED,"The code-to-wording tie is a printed unique-ID match, item by item, which distinguishes every item from every other. data/cdm.R takes the IRW code straight from the source column name (grep('^M', names(x)) over CDM::data.timss03.G8.su$data, item = names(x)[i]) -- pattern 1 of core model 3, nothing to get wrong -- and those column names are IEA TIMSS unique item IDs. Every released page prints that ID in its header ('UniqueID M012001', 'Item ID M022234B'), so each item's wording was read off a page carrying its own code rather than inferred from order. verify_cdm_timss03.R re-checks that from two sources that were not used to build the CSV. (1) Shipped item set == the 23 ^M columns of the CDM data frame: identical. (2) Shipped option-row count per item == CDM iteminfo$response_options, a column that ships with the package and was never consulted while transcribing: 22 of 22 agree (5,4,4,4,5,4,5,5,5,5,4,5,4,5,5,4,5,0,0,5,4,4), with M022043 excluded because its five options are pictures and were not transcribed. (3) Shipped correct_response == the answer Key printed in the released sets' own index tables, re-parsed from the PDFs at run time: 23 of 23 agree, including 'See scoring guide' (i.e. blank) for the two constructed-response items M022232 and M022234B, and all 23 codes are found in a released set. Checks 2 and 3 are independent per-item signatures that a permutation of item_text across items would break for most items. What this does NOT establish: the transcription itself is an image read (the released item content is rasterised; pdftotext yields only header metadata and the copyright watermark), so wording and punctuation are OCR-class and warrant a human spot-check, and the bracketed figure descriptions are IRW's own words, not IEA's. It also does not verify the option-to-score direction beyond the printed Key: resp=0 is many-to-one over distractors and omissions."
cdm_timss07,batch_018,paper_explicit,,"Explicit code label in the source (exemption), corroborated by route 2 (per-item structural signature: block membership x booklet design)",VERIFIED,"Every one of the 25 live item codes is printed as its own page header (""Item ID M041052"", ...) directly above that item wording in the IEA TIMSS 2007 Grade 4 mathematics released-items PDF, so each item is individually tied to its text by a printed label rather than by position; a permutation is impossible without the header contradicting the page. Corroboration from the data: the same PDF states each item block, and the 14 block-M04 items are answered only in booklet 4 (n=344 each) while the 11 block-M05 items are answered in booklets 4 and 5 (n=698 each) -- reproduced for 25/25 items, with booklet 5 answering exactly the 11 block-M05 items and no others (verify_cdm_timss07.R, run against CDM 8.3.14 data.timss07.G4.lee). What this corroboration does NOT establish: it pins block membership only, and cannot order two items within the same block. The within-block tie rests entirely on the printed item ID."
cdm_timss11,batch_018,paper_explicit,,explicit code labels (Step 5b exemption) + route 1 per-item published statistics + per-item n reproduction against the source object,PARTIAL,"Check 1: all 174 live per-item n from irw::irw_table_sets(per_item=TRUE) equal the per-item non-missing n of CDM::data.timss11.G4.AUT[, as.character(q.matrix1$item)] exactly, 0 mismatches, and the item sets are identical -- the live table is that source object column for column, and data/cdm.R assigns item = column name with no positional step. Check 2: each released item's wording was transcribed from the PDF page headed with that item's own IEA ID, and IEA's published Austria percent correct matches the observed percent correct for that column across all 73 released items (Pearson r = 0.9991, mean |diff| 0.82pp, max |diff| 2.2pp against a 3.0pp tolerance; published are survey-weighted, observed unweighted). PARTIAL, not VERIFIED, for two reasons stated plainly: (a) 101 of the 174 items are TIMSS secure items and ship no item_text, so nothing is established for 58% of the table; (b) on their own the percent-correct statistics do not separate every item from every other -- all 73 have at least one rival published value within tolerance -- so the individual pinning rests on the item ID printed on each released page, which is a label match, with the statistics as corroboration that the label is the code the data uses."
chanal_2020_anglais,batch_018,unknown,,none available -- no item text shipped,NO_ROUTE,"Nothing was shipped, so there is no mapping to verify. Recorded to state what was ruled out rather than let 'couldn't check' read as 'checked'. Route 5 (subscale blocks) was examined and rejected as a mapping route: the 33 Anglais columns do not fall in contiguous subscale order, so it could at most assign items to one of ~7 correlation clusters and never distinguish members within a cluster. Route 3 (published totals) is unavailable: CS1Anglais..CS6Anglais are integer 1-7 single self-concept items, not motivation subscale composites, so they cannot be solved for membership. Route 1 is unavailable: the paper publishes no per-item means, SDs or floor/ceiling percentages; Table 4 reports CTCM-1 item-specific factor-score correlations with grades, suppresses non-significant values, and carries fewer than ten non-blank English entries. Route 2 is unavailable: all 33 items share one 1-7 scale, so range structure is flat."
carver_2017_puggs_pilot2_traits,batch_018,data_labels,2026-09-03,source_column_names + self-describing codes (both Step 5b exemptions),NOT_NEEDED,"NOT_NEEDED: mapping_basis=data_labels, and this table qualifies for BOTH of Step 5b's standing exemptions at once. The pilot-2 spreadsheet's own column headers are the item codes AND carry the trait names (TT1_Height, TT4_Colour blindness, TT13_ADHD, TT17_Blood group), and data/carver_2017_puggs_items.py melts them by name with no rename or positional step (core model section 3 pattern 1). So the code IS the source column name, and the codes are self-describing: a permutation is impossible without being self-evident. Corroborated at extraction by validate_items.R --table-sets (17 items, resp 1-5, both sets exact). Note the pilots differ -- pilot 1 has 20 traits under bare TT1..TT20 codes and a 6=don't know option this form drops -- which is what establishes that the 17-trait S1 Text list is pilot 2's instrument. Source: Carver et al. 2017 PLOS ONE 10.1371/journal.pone.0169808 -- S1 Text (final PUGGS questionnaire, Section 2 'Belief in genetic determinism'); item codes from S6 Table (pilot 2 raw data) column headers T"
chanal_2020_francais,batch_019,unknown,,block structure (route 5) + item-grade correlation pattern (route 8); published-order hypothesis tested and rejected,NO_ROUTE,"Route 5 (subscale block structure) + route 8, run against the only candidate mapping (the published instrument order in the 2019 Appendix A). Mean inter-item r over the 5 parallel administrations = .257 overall; hypothesised blocks: IM-stim .395, IM-ach .181, identified .338, introj-approach .266, introj-avoidance .177, external-approach .156, external-avoidance .376, amotivation .222 -- 4 of 8 below the overall mean. Convergent item-grade r (item in subject X vs grade in subject X, averaged over 4 subjects): 5 most negative columns are 24 (-.177), 32 (-.176), 19 (-.167), 23 (-.135), 8 (-.123), while the hypothesised amotivation block 30-33 reads -.034, -.084, -.176, +.065 -- only 1 of 4 in the bottom 5 and col 33 positive. Hypothesis rejected. A Hungarian match of the 2020 Table 4 correlations onto the 33 columns fits tightly (mean |dr| = .017 per item vs .026-.144 for the other 4 domains) but its implied autonomous-motivation set shares only 6 of 12 columns with the empirically clustered 12-item autonomous block, so it is not accepted. What this does NOT establish: any correct item-to-column mapping. No mapping was shipped and no items CSV was written."
chatton2024_honos13,batch_019,paper_explicit,2026-09-04,"explicit numbering match (paper item 'NN.' = deposit column HonosE/S<NN> = honos_NN, per data/chatton2024_honos13.py), corroborated by route 1 (per-item severity from published response-rate distribution)",VERIFIED,"Every one of the 13 items is tied by its own printed number: Table 1 lists '3. Problem drinking or drug taking', the deposit column is HonosE3/HonosS3, and data/chatton2024_honos13.py maps that integer to honos_03 by prefix-strip + zero-pad - a label match across all 13, so no two items can be interchanged. Numeric corroboration (verify_chatton2024_honos13.R, re-runnable): item means implied by Table 1's 65 response-rate percentages vs the deposit's 609-row HonosE columns, in shipped order - 0.54/0.71, 0.31/0.52, 2.43/3.22, 0.44/0.60, 0.67/0.91, 0.47/0.50, 1.64/2.07, 1.46/1.83, 1.19/1.60, 1.12/1.72, 1.25/1.67, 1.57/2.11, 0.83/1.19; Spearman 0.9615, p=1.6e-07, max |rank difference| 2 under the identity mapping, item 3 the most severe of 13 in both lists and items 2/4/6 the three least severe in both. The deposit runs uniformly more severe than Table 1 (Table 1's analysis subset is not identified in the paper: entry, exit and pooled columns all miss its percentages, by up to 27.1pp, 8.2pp and 10.0pp respectively, and the published medians 16/11 read 18/12 in the deposit), so this second route is corroborative at the rank level - the item-by-item tie is carried by the numbering match above, which is one of SKILL.md Step 5b's two stated exemptions."
